C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_064.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_064.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_064.jpg,0,1,0,30.18993
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_134.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_134.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_134.jpg,0,1,0,30.19026
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_204.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_204.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_204.jpg,0,1,0,30.19028
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_272.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_272.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_272.jpg,0,1,0,30.19031
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_339.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_339.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_339.jpg,-0.2,1,0,30.18024
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_416.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_416.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_416.jpg,0,1,0,30.19031
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_491.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_491.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_491.jpg,0,1,0,30.19033
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_561.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_561.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_561.jpg,0,1,0,30.19029
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_628.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_628.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_628.jpg,0,1,0,30.1903
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_695.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_695.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_695.jpg,-0.1,1,0,30.18782
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_769.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_769.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_769.jpg,-0.25,1,0,30.17502
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_843.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_843.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_843.jpg,0,1,0,30.18134
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_910.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_910.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_910.jpg,0,1,0,30.18904
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_57_986.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_57_986.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_57_986.jpg,0,1,0,30.18997
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_062.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_062.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_062.jpg,0,1,0,30.19025
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_132.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_132.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_132.jpg,0,1,0,30.19032
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_202.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_202.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_202.jpg,0,1,0,30.19029
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_278.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_278.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_278.jpg,0,1,0,30.19018
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_345.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_345.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_345.jpg,0,1,0,30.19031
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_419.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_419.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_419.jpg,0,1,0,30.19027
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_492.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_492.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_492.jpg,0,1,0,30.19035
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_560.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_560.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_560.jpg,0,1,0,30.19029
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_627.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_627.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_627.jpg,0,1,0,30.1903
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_704.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_704.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_704.jpg,0,1,0,30.19032
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_770.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_770.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_770.jpg,0,1,0,30.19031
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_840.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_840.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_840.jpg,0,1,0,30.19031
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_909.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_909.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_909.jpg,0,1,0,30.1903
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_58_982.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_58_982.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_58_982.jpg,0,1,0,30.19028
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_049.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_049.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_049.jpg,0,1,0,30.19031
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_123.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_123.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_123.jpg,0,1,0,30.19031
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_196.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_196.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_196.jpg,0,1,0,30.19031
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_269.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_269.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_269.jpg,0,1,0,30.1903
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_341.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_341.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_341.jpg,0,1,0,30.19033
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_411.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_411.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_411.jpg,0,1,0,30.19027
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_486.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_486.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_486.jpg,0,1,0,30.19028
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_558.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_558.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_558.jpg,0,1,0,30.19027
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_629.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_629.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_629.jpg,0,1,0,30.19029
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_698.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_698.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_698.jpg,0,1,0,30.19029
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_766.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_766.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_766.jpg,0,1,0,30.19031
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_838.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_838.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_838.jpg,0,1,0,30.19029
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_910.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_910.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_910.jpg,0,1,0,30.19033
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_29_59_981.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_29_59_981.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_29_59_981.jpg,0,1,0,30.19033
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_052.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_052.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_052.jpg,0,1,0,30.19028
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_126.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_126.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_126.jpg,0,1,0,30.19032
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_199.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_199.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_199.jpg,0,1,0,30.1903
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_270.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_270.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_270.jpg,0.1,1,0,30.18768
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_339.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_339.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_339.jpg,0,1,0,30.18593
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_409.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_409.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_409.jpg,0,1,0,30.19015
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_475.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_475.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_475.jpg,0,1,0,30.19021
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_548.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_548.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_548.jpg,0,1,0,30.19027
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_622.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_622.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_622.jpg,0,1,0,30.1903
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_691.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_691.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_691.jpg,0,0.8134168,0,30.1588
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_763.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_763.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_763.jpg,0,0.5749736,0,30.09626
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_832.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_832.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_832.jpg,0,0.3895751,0,30.0471
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_902.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_902.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_902.jpg,0,0.1583772,0,29.98415
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_00_975.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_00_975.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_00_975.jpg,0,0,0,29.79876
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_045.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_045.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_045.jpg,0,0,0,29.61913
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_119.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_119.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_119.jpg,0,0,0,29.38096
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_189.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_189.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_189.jpg,0.1,0,0,29.20041
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_260.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_260.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_260.jpg,0.3,0,0,28.91502
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_327.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_327.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_327.jpg,0,0.0670527,0,28.70942
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_398.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_398.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_398.jpg,0,0.3038676,0,28.64181
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_470.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_470.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_470.jpg,0,0.2468892,0,28.70585
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_540.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_540.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_540.jpg,0,0.0180885,0,28.61817
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_609.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_609.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_609.jpg,0,0,0,28.44594
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_680.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_680.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_680.jpg,0,0.1523874,0,28.25156
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_752.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_752.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_752.jpg,0,0.3263973,0,28.24487
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_819.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_819.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_819.jpg,0.15,0.5694798,0,28.43474
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_886.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_886.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_886.jpg,0.3,0.7498638,0,28.69011
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_01_956.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_01_956.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_01_956.jpg,0,0.7496181,0,29.23993
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_024.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_024.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_024.jpg,0,0.5643123,0,29.54974
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_097.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_097.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_097.jpg,0,0.3260994,0,29.75375
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_167.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_167.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_167.jpg,0,0.1527498,0,29.75646
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_238.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_238.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_238.jpg,0.05,0,0,29.57
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_305.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_305.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_305.jpg,0.2,0,0,29.37462
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_373.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_373.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_373.jpg,0.35,0.09705991,0,29.1537
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_440.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_440.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_440.jpg,0.5500001,0.3329592,0,28.96573
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_509.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_509.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_509.jpg,0,0.1774617,0,28.97369
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_580.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_580.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_580.jpg,0,0,0,28.80366
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_652.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_652.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_652.jpg,0,0,0,28.6287
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_720.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_720.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_720.jpg,0,0,0,28.39793
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_789.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_789.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_789.jpg,0,0,0,28.22646
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_859.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_859.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_859.jpg,0.05,0.0483411,0,27.99904
C:\Users\isaak\Desktop\Maestria\IMG\center_2023_06_24_21_30_02_929.jpg,C:\Users\isaak\Desktop\Maestria\IMG\left_2023_06_24_21_30_02_929.jpg,C:\Users\isaak\Desktop\Maestria\IMG\right_2023_06_24_21_30_02_929.jpg,0.2,0.2139714,0,27.90309
